Character,Gender,Alive?,Title,Forename,Surname,Birth name,Alias,Screentime
Lord Commander Orbert Caswell,male,dead, Commander,Orbert,Caswell,unknown,none,1
Colloquo Votar,male,dead,Civilian,Colloquo,Votar,unknown,none,1
Maester Thomax,male,dead,Maester,Thomax,unknown,unknown,none,1
Lord Commander Osric Stark,male,dead, Commander,Osric,Stark,unknown,none,1
Denyo Terys,male,alive,Civilian,Denyo,Terys,unknown,none,1
Captain Ternesio Terys,male,alive,Captain,Ternesio,Terys,unknown,none,1
Yorko Terys,male,alive,Civilian,Yorko,Terys,unknown,none,1
The Waif,female,alive,Civilian,unknown,unknown,unknown,The Waif,1
Ser Lambert Turnberry,male,alive,Ser,Lambert,Turnberry,unknown,none,1
Ser Balman Byrch,male,dead,Ser,Balman,Byrch,unknown,none,1
King Garth XII Gardener,male,dead,King / Queen,Garth,Gardener,unknown,none,1
Lord Quenton Hightower,male,dead,Lord / Lady,Quenton,Hightower,unknown,none,1
Rennifer Longwaters,male,alive,Civilian,Rennifer,Longwaters,unknown,none,1
"Lord Alyn Velaryon, Oakenfist",male,dead,Lord / Lady,Alyn,Velaryon,unknown,Oakenfist,1
"Lady Danelle Lothston, Mad Danelle",female,dead,Lord / Lady,Danelle,Lothston,unknown,Mad Danelle,1
Lord Denys Darklyn,male,dead,Lord / Lady,Denys,Darklyn,unknown,none,1
Ser Rufus Leek,male,alive,Ser,Rufus,Leek,unknown,none,1
"Lady Serala, Of Myr",female,dead,Lord / Lady,Serala,unknown,unknown,Of Myr,1
Ser Symon Hollard,male,dead,Ser,Symon,Hollard,unknown,none,1
Ser Jon Hollard,male,dead,Ser,Jon,Hollard,unknown,none,1
Robin Hollard,male,dead,Civilian,Robin,Hollard,unknown,none,1
Ser Steffon Hollard,male,dead,Ser,Steffon,Hollard,unknown,none,1
Septa Roelle,female,dead,Septa,Roelle,unknown,unknown,none,1
"Dick Crabb, Nimble Dick",male,dead,Civilian,Dick,Crabb,unknown,Nimble Dick,1
Humfrey Wagstaff,male,dead,Civilian,Humfrey,Wagstaff,unknown,none,1
Gretchel,female,alive,Civilian,Gretchel,unknown,unknown,none,1
"Maddy, Fat Maddy",female,alive,Civilian,Maddy,unknown,unknown,Fat Maddy,1
"Symond Templeton, Knight of Ninestars",male,alive,Civilian,Symond,Templeton,unknown,Knight of Ninestars,1
Lord Benedar Belmore,male,alive,Lord / Lady,Benedar,Belmore,unknown,none,1
"Samwell Stone, Strong Sam Stone",male,alive,Civilian,Samwell,Stone,unknown,Strong Sam Stone,1
Ronnel Arryn,male,dead,Civilian,Ronnel,Arryn,unknown,none,1
"Boremund Harlaw, The Blue",male,alive,Civilian,Boremund,Harlaw,unknown,The Blue,1
"Hotho Harlaw, Hotho Humpback",male,alive,Civilian,Hotho,Harlaw,unknown,Hotho Humpback,1
"Ser Harras Harlaw, The Knight",male,alive,Ser,Harras,Harlaw,unknown,The Knight,1
"Sigfryd Harlaw, Silverhair",male,alive,Civilian,Sigfryd,Harlaw,unknown,Silverhair,1
Three-Tooth,female,alive,Civilian,Three-Tooth,unknown,unknown,none,1
Lord Tristifer Botley,male,alive,Lord / Lady,Tristifer,Botley,unknown,none,1
Harren Botley,male,dead,Civilian,Harren,Botley,unknown,none,1
Lady Gwynesse Greyjoy (Harlaw),female,alive,Lord / Lady,Gwynesse,Greyjoy,Harlaw,none,1
Lord Theomore Harlaw,male,alive,Lord / Lady,Theomore,Harlaw,unknown,none,1
"Lord Aenar Targaryen, Aenar the Exile",male,dead,Lord / Lady,Aenar,Targaryen,unknown,Aenar the Exile,1
"Beron Blacktyde, Blind Beron",male,alive,Civilian,Beron,Blacktyde,unknown,Blind Beron,1
The Old Grey Gull,male,alive,Civilian,unknown,unknown,unknown,The Old Grey Gull,1
Archmaester Haereg,male,dead,Archmaester,Haereg,unknown,unknown,none,1
Archmaester Rigney,male,alive,Archmaester,Rigney,unknown,unknown,none,1
Maester Denestan,male,dead,Maester,Denestan,unknown,unknown,none,1
Lord Germund Botley,male,alive,Lord / Lady,Germund,Botley,unknown,none,1
Maester Joseran,male,alive,Maester,Joseran,unknown,unknown,none,1
"Jon Myre, Pinchface",male,alive,Civilian,Jon,Myre,unknown,Pinchface,1
"Lucas Codd, Left-Hand Lucas",male,alive,Civilian,Lucas,Codd,unknown,Left-Hand Lucas,1
"Harren, Half-Hoare",male,alive,Civilian,Harren,unknown,unknown,Half-Hoare,1
The Red Oarsman,male,alive,Civilian,unknown,unknown,unknown,The Red Oarsman,1
"Kemmett Pyke, The Bastard",male,alive,Civilian,Kemmett,Pyke,unknown,The Bastard,1
Rodrik Freeborn,male,alive,Civilian,Rodrik,Freeborn,unknown,none,1
Torwold Browntooth,male,alive,Civilian,Torwold,Browntooth,unknown,none,1
Melara Hetherspoon,female,dead,Civilian,Melara,Hetherspoon,unknown,none,1
Ossifer Plumm,male,dead,Civilian,Ossifer,Plumm,unknown,none,1
"Wat, The Blue Bard",male,alive,Civilian,Wat,unknown,unknown,The Blue Bard,1
"Maggy, The Frog",female,dead,Civilian,Maggy,unknown,unknown,The Frog,1
Lord Owen Merryweather,male,alive,Lord / Lady,Owen,Merryweather,unknown,none,1
"Lord Edgerran Oakheart, The Open-Handed",male,alive,Lord / Lady,Edgerran,Oakheart,unknown,The Open-Handed,1
Alester Oakheart,male,dead,Civilian,Alester,Oakheart,unknown,none,1
"Ser Olyvar Oakheart, The Green Oak",male,alive,Ser,Olyvar,Oakheart,unknown,The Green Oak,1
Septa Eglantine,female,alive,Septa,Eglantine,unknown,unknown,none,1
"Ser Gascoyne, Of the Greenblood",male,alive,Ser,Gascoyne,unknown,unknown,Of the Greenblood,1
Prince Maron Martell,male,dead,Prince,Maron,Martell,unknown,none,1
"Ser Lucamore Strong, Lucamore the Lusty",male,dead,Ser,Lucamore,Strong,unknown,Lucamore the Lusty,1
"Ser Criston Cole, Kingmaker",male,dead,Ser,Criston,Cole,unknown,Kingmaker,1
Lady Alyse Ladybright,female,alive,Lord / Lady,Alyse,Ladybright,unknown,none,1
Ser Cedric Payne,male,dead,Ser,Cedric,Payne,unknown,none,1
"Ser Lorimer, The Belly",male,dead,Ser,Lorimer,unknown,unknown,The Belly,1
Ser Hyle Hunt,male,dead,Ser,Hyle,Hunt,unknown,none,1
Ser Alyn Hunt,male,alive,Ser,Alyn,Hunt,unknown,none,1
"Ser Ben Bushy, Big Ben",male,dead,Ser,Ben,Bushy,unknown,Big Ben,1
Ser Richard Farrow,male,dead,Ser,Richard,Farrow,unknown,none,1
"Ser Will, The Stork",male,dead,Ser,Will,unknown,unknown,The Stork,1
Ser Edmund Ambrose,male,alive,Ser,Edmund,Ambrose,unknown,none,1
Ser Hugh Beesbury,male,alive,Ser,Hugh,Beesbury,unknown,none,1
Ser Owen Inchfield,male,alive,Ser,Owen,Inchfield,unknown,none,1
Ser Clarence Crabb,male,unknown,Ser,Clarence,Crabb,unknown,none,1
Meggett,female,unknown,Civilian,Meggett,unknown,unknown,none,1
"Lord Commander Brynden Rivers, Bloodraven",male,alive, Commander,Brynden,Rivers,unknown,Bloodraven,1
Lord Garrison Prester,male,alive,Lord / Lady,Garrison,Prester,unknown,none,1
Lord Robin Moreland,male,alive,Lord / Lady,Robin,Moreland,unknown,none,1
"Jon Bettley, Beardless Jon Bettley",male,alive,Civilian,Jon,Bettley,unknown,Beardless Jon Bettley,1
Humfrey Swyft,male,alive,Civilian,Humfrey,Swyft,unknown,none,1
The Greatheart,male,dead,Civilian,unknown,unknown,unknown,The Greatheart,1
"Ser Gyles, Gyles Greycloak",male,dead,Ser,Gyles,unknown,unknown,Gyles Greycloak,1
"Ser Orivel, The Open-Handed",male,dead,Ser,Orivel,unknown,unknown,The Open-Handed,1
"Ser Addison Hill, The Bastard of Cornfield",male,dead,Ser,Addison,Hill,unknown,The Bastard of Cornfield,1
"Ser Michael Mertyns, The White Owl",male,dead,Ser,Michael,Mertyns,unknown,The White Owl,1
"Ser Jeffory Norcross, Neveryield",male,dead,Ser,Jeffory,Norcross,unknown,Neveryield,1
"Ser Tom Costayne, Long Tom Costayne",male,dead,Ser,Tom,Costayne,unknown,Long Tom Costayne,1
"Ser Donnel, Of Duskendale",male,dead,Ser,Donnel,unknown,unknown,Of Duskendale,1
"Ser Robert Flowers, Red Robert Flowers",male,dead,Ser,Robert,Flowers,unknown,Red Robert Flowers,1
Ser Rolland Darklyn,male,dead,Ser,Rolland,Darklyn,unknown,none,1
Dorcas,female,alive,Civilian,Dorcas,unknown,unknown,none,1
Septon Raynard,male,alive,Septon,Raynard,unknown,unknown,none,1
Septon Torbert,male,alive,Septon,Torbert,unknown,unknown,none,1
Septon Ollidor,male,alive,Septon,Ollidor,unknown,unknown,none,1
"Nute, The Barber",male,alive,Civilian,Nute,unknown,unknown,The Barber,1
"Ralf Stonehouse, Red Ralf Stonehouse",male,alive,Civilian,Ralf,Stonehouse,unknown,Red Ralf Stonehouse,1
Ralf Kenning,male,dead,Civilian,Ralf,Kenning,unknown,none,1
"Ralf, The Limper",male,alive,Civilian,Ralf,unknown,unknown,The Limper,1
"Fralegg, The Strong",male,alive,Civilian,Fralegg,unknown,unknown,The Strong,1
Alvyn Sharp,male,alive,Civilian,Alvyn,Sharp,unknown,none,1
Will Humble,male,alive,Civilian,Will,Humble,unknown,none,1
"Lenwood Tawney, Little Lenwood Tawney",male,alive,Civilian,Lenwood,Tawney,unknown,Little Lenwood Tawney,1
Romny Weaver,male,alive,Civilian,Romny,Weaver,unknown,none,1
Eldred Codd,male,alive,Civilian,Eldred,Codd,unknown,none,1
Stonehand,male,alive,Civilian,Stonehand,unknown,unknown,none,1
Quellon Humble,male,alive,Civilian,Quellon,Humble,unknown,none,1
"Ralf, The Shepherd",male,alive,Civilian,Ralf,unknown,unknown,The Shepherd,1
"Ralf, Of Lordsport",male,alive,Civilian,Ralf,unknown,unknown,Of Lordsport,1
"Qarl, The Thrall",male,alive,Civilian,Qarl,unknown,unknown,The Thrall,1
Sigfry Stonetree,male,alive,Civilian,Sigfry,Stonetree,unknown,none,1
Lord Gylbert Farwynd,male,alive,Lord / Lady,Gylbert,Farwynd,unknown,none,1
"Erik Ironmaker, Erik Anvil-Breaker/Erik the Just",male,alive,Civilian,Erik,Ironmaker,unknown,Erik Anvil-Breaker/Erik the Just,1
Thormor Ironmaker,male,alive,Civilian,Thormor,Ironmaker,unknown,none,1
Denys Drumm,male,alive,Civilian,Denys,Drumm,unknown,none,1
Donnel Drumm,male,alive,Civilian,Donnel,Drumm,unknown,none,1
"Dale Drumm, The Dread",male,alive,Civilian,Dale,Drumm,unknown,The Dread,1
"Roryn Drumm, The Reaver",male,alive,Civilian,Roryn,Drumm,unknown,The Reaver,1
"Gormond Drumm, The Oldfather",male,dead,Civilian,Gormond,Drumm,unknown,The Oldfather,1
Hilmar Drumm,male,dead,Civilian,Hilmar,Drumm,unknown,none,1
Harmund Sharp,male,alive,Civilian,Harmund,Sharp,unknown,none,1
Harrag Sharp,male,dead,Civilian,Harrag,Sharp,unknown,none,1
Lord Lucifer Hardy,male,dead,Lord / Lady,Lucifer,Hardy,unknown,none,1
Old Crackbones,male,dead,Civilian,unknown,unknown,unknown,Old Crackbones,1
Rupert Crabb,male,dead,Civilian,Rupert,Crabb,unknown,none,1
Clement Crabb,male,dead,Civilian,Clement,Crabb,unknown,none,1
Ser Raymond Nayland,male,alive,Ser,Raymond,Nayland,unknown,none,1
Harry Sawyer,male,alive,Civilian,Harry,Sawyer,unknown,none,1
Robin Potter,male,alive,Civilian,Robin,Potter,unknown,none,1
Lord Eustace Brune,male,alive,Lord / Lady,Eustace,Brune,unknown,none,1
Ser Andrey Dalt,male,alive,Ser,Andrey,Dalt,unknown,none,1
"Lady Sylva Santagar, Spotted Sylva",female,alive,Lord / Lady,Sylva,Santagar,unknown,Spotted Sylva,1
Garin,male,alive,Civilian,Garin,unknown,unknown,none,1
"Ser Gerold Dayne, Darkstar",male,alive,Ser,Gerold,Dayne,unknown,Darkstar,1
Lord Ormond Yronwood,male,dead,Lord / Lady,Ormond,Yronwood,unknown,none,1
Cletus Yronwood,male,dead,Civilian,Cletus,Yronwood,unknown,none,1
Dake,male,dead,Civilian,Dake,unknown,unknown,none,1
Rolder,male,alive,Civilian,Rolder,unknown,unknown,none,1
Rosamund Lannister,female,alive,Civilian,Rosamund,Lannister,unknown,none,1
The Kindly Man,male,alive,Civilian,unknown,unknown,unknown,The Kindly Man,1
Umma,female,alive,Civilian,Umma,unknown,unknown,none,1
Luco Prestayn,male,alive,Civilian,Luco,Prestayn,unknown,none,1
Uthero Zalyne,male,dead,Civilian,Uthero,Zalyne,unknown,none,1
The Fat Fellow,male,alive,Civilian,unknown,unknown,unknown,The Fat Fellow,1
The Stern Face,male,alive,Civilian,unknown,unknown,unknown,The Stern Face,1
The Handsome Man,male,alive,Civilian,unknown,unknown,unknown,The Handsome Man,1
The Squinter,male,alive,Civilian,unknown,unknown,unknown,The Squinter,1
The Lordling,male,alive,Civilian,unknown,unknown,unknown,The Lordling,1
The Starved Man,male,alive,Civilian,unknown,unknown,unknown,The Starved Man,1
Brusco,male,alive,Civilian,Brusco,unknown,unknown,none,1
"Ser Gilwood Hunter, Young Lord Hunter",male,alive,Ser,Gilwood,Hunter,unknown,Young Lord Hunter,1
Mela,female,alive,Civilian,Mela,unknown,unknown,none,1
Lord Gerold Grafton,male,alive,Lord / Lady,Gerold,Grafton,unknown,none,1
Lord Jon Lynderly,male,alive,Lord / Lady,Jon,Lynderly,unknown,none,1
Lord Edmund Waxley,male,alive,Lord / Lady,Edmund,Waxley,unknown,none,1
Maester Helliweg,male,alive,Maester,Helliweg,unknown,unknown,none,1
Septon Lucos,male,alive,Septon,Lucos,unknown,unknown,none,1
"Ser Harrold Hardyng, Harry the Heir",male,alive,Ser,Harrold,Hardyng,unknown,Harry the Heir,1
Harlan Hunter,male,alive,Civilian,Harlan,Hunter,unknown,none,1
"Pate, The Whipping Boy",male,alive,Civilian,Pate,unknown,unknown,The Whipping Boy,1
Noho Dimittis,male,alive,Civilian,Noho,Dimittis,unknown,none,1
Ser Portifer Woodwright,male,alive,Ser,Portifer,Woodwright,unknown,none,1
Jeyne Clifton (Farman),female,alive,Civilian,Jeyne,Clifton,Farman,none,1
Septon Meribald,male,alive,Septon,Meribald,unknown,unknown,none,1
"Willam, Brother of Meribald",male,dead,Civilian,Willam,unknown,unknown,Brother of Meribald,1
"Robin, Brother of Meribald",male,dead,Civilian,Robin,unknown,unknown,Brother of Meribald,1
"Owen, Brother of Meribald",male,dead,Civilian,Owen,unknown,unknown,Brother of Meribald,1
Jon Pox,male,dead,Civilian,Jon,Pox,unknown,none,1
The Moonshadow,female,alive,Civilian,unknown,unknown,unknown,The Moonshadow,1
Terro,male,alive,Civilian,Terro,unknown,unknown,none,1
Orbelo,male,alive,Civilian,Orbelo,unknown,unknown,none,1
"Yna, One-Eye",female,alive,Civilian,Yna,unknown,unknown,One-Eye,1
Xhondo Dhoru,male,alive,Civilian,Xhondo,Dhoru,unknown,none,1
Maester Gulian,male,alive,Maester,Gulian,unknown,unknown,none,1
"Lewys Piper, Little Lew",male,alive,Civilian,Lewys,Piper,unknown,Little Lew,1
Ser Roger Hogg,male,alive,Ser,Roger,Hogg,unknown,none,1
Ser Bayard Norcross,male,alive,Ser,Bayard,Norcross,unknown,none,1
Ser Courtenay Greenhill,male,alive,Ser,Courtenay,Greenhill,unknown,none,1
Ser Lucantine Woodwright,male,alive,Ser,Lucantine,Woodwright,unknown,none,1
Russell Merryweather,male,alive,Civilian,Russell,Merryweather,unknown,none,1
The High Sparrow,male,alive,Civilian,unknown,unknown,unknown,The High Sparrow,1
"Wulfe, One-Ear",male,alive,Civilian,Wulfe,unknown,unknown,One-Ear,1
Ragnor Pyke,male,alive,Civilian,Ragnor,Pyke,unknown,none,1
Ser Talbert Serry,male,dead,Ser,Talbert,Serry,unknown,none,1
Lord Humfrey Hewett,male,dead,Lord / Lady,Humfrey,Hewett,unknown,none,1
Falia Flowers,female,alive,Civilian,Falia,Flowers,unknown,none,1
Cragorn,male,dead,Civilian,Cragorn,unknown,unknown,none,1
Garrett Paege,male,alive,Civilian,Garrett,Paege,unknown,none,1
Ser Quincy Cox,male,alive,Ser,Quincy,Cox,unknown,none,1
Princess Daena Targaryen,female,dead,Princess,Daena,Targaryen,unknown,none,1
Brother Narbert,male,alive,Brother,Narbert,unknown,unknown,none,1
Brother Gillam,male,alive,Brother,Gillam,unknown,unknown,none,1
Brother Rawney,male,alive,Brother,Rawney,unknown,unknown,none,1
Brother Clement,male,dead,Brother,Clement,unknown,unknown,none,1
Septon Bennet,male,dead,Septon,Bennet,unknown,unknown,none,1
Galladon Tarth,male,dead,Civilian,Galladon,Tarth,unknown,none,1
Alysanne Tarth,female,dead,Civilian,Alysanne,Tarth,unknown,none,1
Arianne Tarth,female,dead,Civilian,Arianne,Tarth,unknown,none,1
Lord Dagon Greyjoy,male,dead,Lord / Lady,Dagon,Greyjoy,unknown,none,1
Lord Moribald Chester,male,alive,Lord / Lady,Moribald,Chester,unknown,none,1
Lord Osbert Serry,male,alive,Lord / Lady,Osbert,Serry,unknown,none,1
Lord Guthor Grimm,male,alive,Lord / Lady,Guthor,Grimm,unknown,none,1
Ser Manfryd Yew,male,alive,Ser,Manfryd,Yew,unknown,none,1
Ser Raynard Ruttiger,male,alive,Ser,Raynard,Ruttiger,unknown,none,1
Lady Ellyn Tarbeck (Reyne),female,dead,Lord / Lady,Ellyn,Tarbeck,Reyne,none,1
Talea,female,alive,Civilian,Talea,unknown,unknown,none,1
Brea,female,alive,Civilian,Brea,unknown,unknown,none,1
"Beqqo, Blind Beqqo",male,alive,Civilian,Beqqo,unknown,unknown,Blind Beqqo,1
Lotho Lornel,male,alive,Civilian,Lotho,Lornel,unknown,none,1
Captain Moredo Prestayn,male,alive,Captain,Moredo,Prestayn,unknown,none,1
"Roggo, Red Roggo",male,alive,Civilian,Roggo,unknown,unknown,Red Roggo,1
"Lanna, Of the Happy Port",female,alive,Civilian,Lanna,unknown,unknown,Of the Happy Port,1
Gyloro Dothare,male,alive,Civilian,Gyloro,Dothare,unknown,none,1
Gyleno Dothare,male,alive,Civilian,Gyleno,Dothare,unknown,none,1
Quill,male,alive,Civilian,Quill,unknown,unknown,none,1
Tagganaro,male,alive,Civilian,Tagganaro,unknown,unknown,none,1
"Cossomo, The Conjurer",male,alive,Civilian,Cossomo,unknown,unknown,The Conjurer,1
"Wat, Sailor",male,alive,Civilian,Wat,unknown,unknown,Sailor,1
S'vrone,female,alive,Civilian,S'vrone,unknown,unknown,none,1
The Drunken Daughter,female,alive,Civilian,unknown,unknown,unknown,The Drunken Daughter,1
"Jeyne, Canker Jeyne",female,alive,Civilian,Jeyne,unknown,unknown,Canker Jeyne,1
"Meralyn, Merry",female,alive,Civilian,Meralyn,unknown,unknown,Merry,1
"Bethany, Blushing Bethany",female,alive,Civilian,Bethany,unknown,unknown,Blushing Bethany,1
Assadora,female,alive,Civilian,Assadora,unknown,unknown,none,1
The Poetess,female,alive,Civilian,unknown,unknown,unknown,The Poetess,1
The Merling Queen,female,alive,Civilian,unknown,unknown,unknown,The Merling Queen,1
The Veiled Lady,female,alive,Civilian,unknown,unknown,unknown,The Veiled Lady,1
"Bellegere Otherys, The Black Pearl",female,alive,Civilian,Bellegere,Otherys,unknown,The Black Pearl,1
Bellonara Otherys,female,alive,Civilian,Bellonara,Otherys,unknown,none,1
"Bellegere Otherys, The Black Pearl, Aegon IV's mistress",female,dead,Civilian,Bellegere,Otherys,unknown,"The Black Pearl, Aegon IV's mistress",1
"Narbo, Little Narbo",male,alive,Civilian,Narbo,unknown,unknown,Little Narbo,1
"Joss, The Gloom",male,alive,Civilian,Joss,unknown,unknown,The Gloom,1
Quence,male,alive,Civilian,Quence,unknown,unknown,none,1
Allaquo,male,alive,Civilian,Allaquo,unknown,unknown,none,1
Sloey,female,alive,Civilian,Sloey,unknown,unknown,none,1
Myrmello,male,alive,Civilian,Myrmello,unknown,unknown,none,1
The Sailor's Wife,female,alive,Civilian,unknown,unknown,unknown,The Sailor's Wife,1
Ezzelyno,male,alive,Civilian,Ezzelyno,unknown,unknown,none,1
"Eustace, Of Braavos",male,alive,Civilian,Eustace,unknown,unknown,Of Braavos,1
Kojja Mo,female,alive,Civilian,Kojja Mo,unknown,unknown,none,1
Grand Maester Ellendor,male,dead,Grand Maester,Ellendor,unknown,unknown,none,1
Grand Maester Merion,male,dead,Grand Maester,Merion,unknown,unknown,none,1
"Jon Heddle, Long Jon Heddle",male,dead,Civilian,Jon,Heddle,unknown,Long Jon Heddle,1
Willow Heddle,female,alive,Civilian,Willow,Heddle,unknown,none,1
Jeyne Heddle,female,alive,Civilian,Jeyne,Heddle,unknown,none,1
"Wat, Orphan",male,alive,Civilian,Wat,unknown,unknown,Orphan,1
"Will, Orphan",male,alive,Civilian,Will,unknown,unknown,Orphan,1
"Tansy, Orphan",female,alive,Civilian,Tansy,unknown,unknown,Orphan,1
"Pate, Orphan",male,alive,Civilian,Pate,unknown,unknown,Orphan,1
Jon Penny,male,alive,Civilian,Jon,Penny,unknown,none,1
"Ben, Ben Big Mouth, Orphan",male,alive,Civilian,Ben,unknown,unknown,"Ben Big Mouth, Orphan",1
Hugh Clifton,male,alive,Civilian,Hugh,Clifton,unknown,none,1
Bors,male,alive,Civilian,Bors,unknown,unknown,none,1
Timoth,male,alive,Civilian,Timoth,unknown,unknown,none,1
Morra,female,alive,Civilian,Morra,unknown,unknown,none,1
Mellei,female,alive,Civilian,Mellei,unknown,unknown,none,1
Cedra,female,alive,Civilian,Cedra,unknown,unknown,none,1
Belandra,female,alive,Civilian,Belandra,unknown,unknown,none,1
"Lord Franklyn Fowler, The Old Hawk",male,alive,Lord / Lady,Franklyn,Fowler,unknown,The Old Hawk,1
Ben Beesbury,male,dead,Civilian,Ben,Beesbury,unknown,none,1
Lady Jordayne,female,alive,Lord / Lady,unknown,Jordayne,unknown,none,1
Frynne,male,alive,Civilian,Frynne,unknown,unknown,none,1
Maester Kedry,male,dead,Maester,Kedry,unknown,unknown,none,1
"Ser Artys Arryn, The Winged Knight",male,dead,Ser,Artys,Arryn,unknown,The Winged Knight,1
Terrance Lynderly,male,alive,Civilian,Terrance,Lynderly,unknown,none,1
Gyles Grafton,male,alive,Civilian,Gyles,Grafton,unknown,none,1
Ossy,male,alive,Civilian,Ossy,unknown,unknown,none,1
Carrot,male,alive,Civilian,Carrot,unknown,unknown,none,1
"Ser Byron, The Beautiful",male,alive,Ser,Byron,unknown,unknown,The Beautiful,1
"Ser Morgarth, The Merry",male,alive,Ser,Morgarth,unknown,unknown,The Merry,1
Lord Jasper Arryn,male,dead,Lord / Lady,Jasper,Arryn,unknown,none,1
Alys Waynwood (Arryn),female,dead,Civilian,Alys,Waynwood,Arryn,none,1
Ser Elys Waynwood,male,dead,Ser,Elys,Waynwood,unknown,none,1
Septa Moelle,female,alive,Septa,Moelle,unknown,unknown,none,1
Septa Aglantine,female,alive,Septa,Aglantine,unknown,unknown,none,1
Septa Melicent,female,alive,Septa,Melicent,unknown,unknown,none,1
"Ser Theodan Wells, The True",male,alive,Ser,Theodan,Wells,unknown,The True,1
Septa Unella,female,alive,Septa,Unella,unknown,unknown,none,1
Septa Scolera,female,alive,Septa,Scolera,unknown,unknown,none,1
Humfrey Waters,male,alive,Civilian,Humfrey,Waters,unknown,none,1
Jate,male,alive,Civilian,Jate,unknown,unknown,none,1
Ser Gunthor Hightower,male,alive,Ser,Gunthor,Hightower,unknown,none,1
"Ser Garth Hightower, Greysteel",male,alive,Ser,Garth,Hightower,unknown,Greysteel,1
Ser Humfrey Hightower,male,alive,Ser,Humfrey,Hightower,unknown,none,1
Lorcas,male,alive,Civilian,Lorcas,unknown,unknown,none,1
"Archmaester Theobald, The Seneschal",male,alive,Archmaester,Theobald,unknown,unknown,The Seneschal,1
Archmaester Norren,male,alive,Archmaester,Norren,unknown,unknown,none,1
"Gorghan, Of Old Ghis",male,dead,Civilian,Gorghan,unknown,unknown,Of Old Ghis,1
"Hoke, The Horseleg",male,alive,Civilian,Hoke,unknown,unknown,The Horseleg,1
Ser Willam Wythers,male,alive,Ser,Willam,Wythers,unknown,none,1
Ser Richard Horpe,male,alive,Ser,Richard,Horpe,unknown,none,1
Ser Justin Massey,male,alive,Ser,Justin,Massey,unknown,none,1
Ser Clayton Suggs,male,alive,Ser,Clayton,Suggs,unknown,none,1
"Ser Godry Farring, Giantslayer",male,alive,Ser,Godry,Farring,unknown,Giantslayer,1
Lord Harwood Fell,male,dead,Lord / Lady,Harwood,Fell,unknown,none,1
Ser Corliss Penny,male,alive,Ser,Corliss,Penny,unknown,none,1
Quenton Greyjoy,male,dead,Civilian,Quenton,Greyjoy,unknown,none,1
Gyles Farwynd,male,alive,Civilian,Gyles,Farwynd,unknown,none,1
Ygon Farwynd,male,alive,Civilian,Ygon,Farwynd,unknown,none,1
Yohn Farwynd,male,alive,Civilian,Yohn,Farwynd,unknown,none,1
Urek Ironmaker,male,alive,Civilian,Urek,Ironmaker,unknown,none,1
Dagon Ironmaker,male,alive,Civilian,Dagon,Ironmaker,unknown,none,1
Symond Botley,male,alive,Civilian,Symond,Botley,unknown,none,1
Harlon Botley,male,alive,Civilian,Harlon,Botley,unknown,none,1
Vickon Botley,male,alive,Civilian,Vickon,Botley,unknown,none,1
Bennarion Botley,male,alive,Civilian,Bennarion,Botley,unknown,none,1
Balon Botley,male,alive,Civilian,Balon,Botley,unknown,none,1
Quellon Botley,male,alive,Civilian,Quellon,Botley,unknown,none,1
Sargon Botley,male,alive,Civilian,Sargon,Botley,unknown,none,1
Lucimore Botley,male,alive,Civilian,Lucimore,Botley,unknown,none,1
"Beron Blacktyde, Blind Beron Blacktyde",male,alive,Civilian,Beron,Blacktyde,unknown,Blind Beron Blacktyde,1
Ser Lucas Corbray,male,alive,Ser,Lucas,Corbray,unknown,none,1
Lord Triston Sunderland,male,alive,Lord / Lady,Triston,Sunderland,unknown,none,1
Lord Godric Borrell,male,alive,Lord / Lady,Godric,Borrell,unknown,none,1
Lord Rolland Longthorpe,male,alive,Lord / Lady,Rolland,Longthorpe,unknown,none,1
Lord Alesandor Torrent,male,alive,Lord / Lady,Alesandor,Torrent,unknown,none,1
Lord Royce Coldwater,male,alive,Lord / Lady,Royce,Coldwater,unknown,none,1
Ser Damon Shett,male,alive,Ser,Damon,Shett,unknown,none,1
Lord Uthor Tollett,male,alive,Lord / Lady,Uthor,Tollett,unknown,none,1
Wallace Waynwood,male,alive,Civilian,Wallace,Waynwood,unknown,none,1
Ser Eustace Hunter,male,alive,Ser,Eustace,Hunter,unknown,none,1
Ser Jasper Redfort,male,alive,Ser,Jasper,Redfort,unknown,none,1
Ser Creighton Redfort,male,alive,Ser,Creighton,Redfort,unknown,none,1
Ser Jon Redfort,male,alive,Ser,Jon,Redfort,unknown,none,1
Ysilla Redfort (Royce),female,alive,Civilian,Ysilla,Redfort,Royce,none,1
Hostella Frey,female,alive,Civilian,Hostella,Frey,unknown,none,1
Leana Frey,female,alive,Civilian,Leana,Frey,unknown,none,1
Rhonda Hightower (Rowan),female,alive,Civilian,Rhonda,Hightower,Rowan,none,1
"Malora Hightower, The Mad Maid",female,alive,Civilian,Malora,Hightower,unknown,The Mad Maid,1
Denyse Redwyne (Hightower),female,alive,Civilian,Denyse,Redwyne,Hightower,none,1
Ser Desmond Redwyne,male,alive,Ser,Desmond,Redwyne,unknown,none,1
Denys Redwyne,male,alive,Civilian,Denys,Redwyne,unknown,none,1
Leyla Cupps (Hightower),female,alive,Civilian,Leyla,Cupps,Hightower,none,1
Ser Jon Cupps,male,alive,Ser,Jon,Cupps,unknown,none,1
